Date - Heure,Heure,Consommation_MW
2021-03-01T00:00:00+01:00,00:00,57018.0
2021-03-01T00:30:00+01:00,00:30,56253.0
2021-03-01T01:00:00+01:00,01:00,54327.0
2021-03-01T01:30:00+01:00,01:30,54616.0
2021-03-01T02:00:00+01:00,02:00,54507.0
2021-03-01T02:30:00+01:00,02:30,54223.0
2021-03-01T03:00:00+01:00,03:00,52826.0
2021-03-01T03:30:00+01:00,03:30,52323.0
2021-03-01T04:00:00+01:00,04:00,51567.0
2021-03-01T04:30:00+01:00,04:30,51800.0
2021-03-01T05:00:00+01:00,05:00,52544.0
2021-03-01T05:30:00+01:00,05:30,54965.0
2021-03-01T06:00:00+01:00,06:00,56931.0
2021-03-01T06:30:00+01:00,06:30,60738.0
2021-03-01T07:00:00+01:00,07:00,63637.0
2021-03-01T07:30:00+01:00,07:30,66172.0
2021-03-01T08:00:00+01:00,08:00,67547.0
2021-03-01T08:30:00+01:00,08:30,68219.0
2021-03-01T09:00:00+01:00,09:00,68060.0
2021-03-01T09:30:00+01:00,09:30,67214.0
2021-03-01T10:00:00+01:00,10:00,65706.0
2021-03-01T10:30:00+01:00,10:30,64373.0
2021-03-01T11:00:00+01:00,11:00,62872.0
2021-03-01T11:30:00+01:00,11:30,62034.0
2021-03-01T12:00:00+01:00,12:00,62031.0
2021-03-01T12:30:00+01:00,12:30,61467.0
2021-03-01T13:00:00+01:00,13:00,60890.0
2021-03-01T13:30:00+01:00,13:30,59376.0
2021-03-01T14:00:00+01:00,14:00,57889.0
2021-03-01T14:30:00+01:00,14:30,56421.0
2021-03-01T15:00:00+01:00,15:00,55134.0
2021-03-01T15:30:00+01:00,15:30,54280.0
2021-03-01T16:00:00+01:00,16:00,53727.0
2021-03-01T16:30:00+01:00,16:30,53250.0
2021-03-01T17:00:00+01:00,17:00,53366.0
2021-03-01T17:30:00+01:00,17:30,54092.0
2021-03-01T18:00:00+01:00,18:00,55965.0
2021-03-01T18:30:00+01:00,18:30,58712.0
2021-03-01T19:00:00+01:00,19:00,63872.0
2021-03-01T19:30:00+01:00,19:30,65246.0
2021-03-01T20:00:00+01:00,20:00,63712.0
2021-03-01T20:30:00+01:00,20:30,61390.0
2021-03-01T21:00:00+01:00,21:00,59279.0
2021-03-01T21:30:00+01:00,21:30,57927.0
2021-03-01T22:00:00+01:00,22:00,56619.0
2021-03-01T22:30:00+01:00,22:30,57015.0
2021-03-01T23:00:00+01:00,23:00,59348.0
2021-03-01T23:30:00+01:00,23:30,58723.0
2021-03-02T00:00:00+01:00,00:00,58650.0
2021-03-02T00:30:00+01:00,00:30,57404.0
2021-03-02T01:00:00+01:00,01:00,55410.0
2021-03-02T01:30:00+01:00,01:30,55462.0
2021-03-02T02:00:00+01:00,02:00,55245.0
2021-03-02T02:30:00+01:00,02:30,55025.0
2021-03-02T03:00:00+01:00,03:00,53661.0
2021-03-02T03:30:00+01:00,03:30,52850.0
2021-03-02T04:00:00+01:00,04:00,52156.0
2021-03-02T04:30:00+01:00,04:30,52373.0
2021-03-02T05:00:00+01:00,05:00,52786.0
2021-03-02T05:30:00+01:00,05:30,55017.0
2021-03-02T06:00:00+01:00,06:00,56996.0
2021-03-02T06:30:00+01:00,06:30,60574.0
2021-03-02T07:00:00+01:00,07:00,63348.0
2021-03-02T07:30:00+01:00,07:30,65719.0
2021-03-02T08:00:00+01:00,08:00,66937.0
2021-03-02T08:30:00+01:00,08:30,67534.0
2021-03-02T09:00:00+01:00,09:00,67423.0
2021-03-02T09:30:00+01:00,09:30,66635.0
2021-03-02T10:00:00+01:00,10:00,65456.0
2021-03-02T10:30:00+01:00,10:30,64148.0
2021-03-02T11:00:00+01:00,11:00,63125.0
2021-03-02T11:30:00+01:00,11:30,62291.0
2021-03-02T12:00:00+01:00,12:00,62449.0
2021-03-02T12:30:00+01:00,12:30,61970.0
2021-03-02T13:00:00+01:00,13:00,61597.0
2021-03-02T13:30:00+01:00,13:30,60086.0
2021-03-02T14:00:00+01:00,14:00,58937.0
2021-03-02T14:30:00+01:00,14:30,57591.0
2021-03-02T15:00:00+01:00,15:00,56368.0
2021-03-02T15:30:00+01:00,15:30,55489.0
2021-03-02T16:00:00+01:00,16:00,54985.0
2021-03-02T16:30:00+01:00,16:30,54551.0
2021-03-02T17:00:00+01:00,17:00,54586.0
2021-03-02T17:30:00+01:00,17:30,55236.0
2021-03-02T18:00:00+01:00,18:00,56793.0
2021-03-02T18:30:00+01:00,18:30,59260.0
2021-03-02T19:00:00+01:00,19:00,63830.0
2021-03-02T19:30:00+01:00,19:30,64857.0
2021-03-02T20:00:00+01:00,20:00,63130.0
2021-03-02T20:30:00+01:00,20:30,60699.0
2021-03-02T21:00:00+01:00,21:00,58722.0
2021-03-02T21:30:00+01:00,21:30,57408.0
2021-03-02T22:00:00+01:00,22:00,56066.0
2021-03-02T22:30:00+01:00,22:30,56302.0
2021-03-02T23:00:00+01:00,23:00,58383.0
2021-03-02T23:30:00+01:00,23:30,57855.0
2021-03-03T00:00:00+01:00,00:00,57826.0
2021-03-03T00:30:00+01:00,00:30,56487.0
2021-03-03T01:00:00+01:00,01:00,54326.0
2021-03-03T01:30:00+01:00,01:30,54151.0
2021-03-03T02:00:00+01:00,02:00,53818.0
2021-03-03T02:30:00+01:00,02:30,53484.0
2021-03-03T03:00:00+01:00,03:00,52077.0
2021-03-03T03:30:00+01:00,03:30,51080.0
2021-03-03T04:00:00+01:00,04:00,50467.0
2021-03-03T04:30:00+01:00,04:30,50325.0
2021-03-03T05:00:00+01:00,05:00,50835.0
2021-03-03T05:30:00+01:00,05:30,52619.0
2021-03-03T06:00:00+01:00,06:00,54490.0
2021-03-03T06:30:00+01:00,06:30,57656.0
2021-03-03T07:00:00+01:00,07:00,60457.0
2021-03-03T07:30:00+01:00,07:30,62552.0
2021-03-03T08:00:00+01:00,08:00,63811.0
2021-03-03T08:30:00+01:00,08:30,65243.0
2021-03-03T09:00:00+01:00,09:00,65662.0
2021-03-03T09:30:00+01:00,09:30,65454.0
2021-03-03T10:00:00+01:00,10:00,64780.0
2021-03-03T10:30:00+01:00,10:30,64122.0
2021-03-03T11:00:00+01:00,11:00,63345.0
2021-03-03T11:30:00+01:00,11:30,62859.0
2021-03-03T12:00:00+01:00,12:00,63162.0
2021-03-03T12:30:00+01:00,12:30,62721.0
2021-03-03T13:00:00+01:00,13:00,62377.0
2021-03-03T13:30:00+01:00,13:30,60583.0
2021-03-03T14:00:00+01:00,14:00,59465.0
2021-03-03T14:30:00+01:00,14:30,58313.0
2021-03-03T15:00:00+01:00,15:00,56989.0
2021-03-03T15:30:00+01:00,15:30,56161.0
2021-03-03T16:00:00+01:00,16:00,55675.0
2021-03-03T16:30:00+01:00,16:30,55043.0
2021-03-03T17:00:00+01:00,17:00,54938.0
2021-03-03T17:30:00+01:00,17:30,55523.0
2021-03-03T18:00:00+01:00,18:00,56940.0
2021-03-03T18:30:00+01:00,18:30,59089.0
2021-03-03T19:00:00+01:00,19:00,63430.0
2021-03-03T19:30:00+01:00,19:30,64427.0
2021-03-03T20:00:00+01:00,20:00,62965.0
2021-03-03T20:30:00+01:00,20:30,60562.0
2021-03-03T21:00:00+01:00,21:00,58608.0
2021-03-03T21:30:00+01:00,21:30,57145.0
2021-03-03T22:00:00+01:00,22:00,55752.0
2021-03-03T22:30:00+01:00,22:30,55903.0
2021-03-03T23:00:00+01:00,23:00,58054.0
2021-03-03T23:30:00+01:00,23:30,57742.0
2021-03-04T00:00:00+01:00,00:00,57558.0
2021-03-04T00:30:00+01:00,00:30,56319.0
2021-03-04T01:00:00+01:00,01:00,54186.0
2021-03-04T01:30:00+01:00,01:30,53888.0
2021-03-04T02:00:00+01:00,02:00,53723.0
2021-03-04T02:30:00+01:00,02:30,53254.0
2021-03-04T03:00:00+01:00,03:00,51895.0
2021-03-04T03:30:00+01:00,03:30,50951.0
2021-03-04T04:00:00+01:00,04:00,50164.0
2021-03-04T04:30:00+01:00,04:30,50065.0
2021-03-04T05:00:00+01:00,05:00,50314.0
2021-03-04T05:30:00+01:00,05:30,52218.0
2021-03-04T06:00:00+01:00,06:00,53994.0
2021-03-04T06:30:00+01:00,06:30,57391.0
2021-03-04T07:00:00+01:00,07:00,59939.0
2021-03-04T07:30:00+01:00,07:30,61901.0
2021-03-04T08:00:00+01:00,08:00,63321.0
2021-03-04T08:30:00+01:00,08:30,64418.0
2021-03-04T09:00:00+01:00,09:00,64530.0
2021-03-04T09:30:00+01:00,09:30,64212.0
2021-03-04T10:00:00+01:00,10:00,63402.0
2021-03-04T10:30:00+01:00,10:30,62468.0
2021-03-04T11:00:00+01:00,11:00,61893.0
2021-03-04T11:30:00+01:00,11:30,61607.0
2021-03-04T12:00:00+01:00,12:00,62004.0
2021-03-04T12:30:00+01:00,12:30,61894.0
2021-03-04T13:00:00+01:00,13:00,61660.0
2021-03-04T13:30:00+01:00,13:30,60468.0
2021-03-04T14:00:00+01:00,14:00,59355.0
2021-03-04T14:30:00+01:00,14:30,58548.0
2021-03-04T15:00:00+01:00,15:00,57586.0
2021-03-04T15:30:00+01:00,15:30,56927.0
2021-03-04T16:00:00+01:00,16:00,56599.0
2021-03-04T16:30:00+01:00,16:30,56403.0
2021-03-04T17:00:00+01:00,17:00,56348.0
2021-03-04T17:30:00+01:00,17:30,56934.0
2021-03-04T18:00:00+01:00,18:00,58337.0
2021-03-04T18:30:00+01:00,18:30,60113.0
2021-03-04T19:00:00+01:00,19:00,64415.0
2021-03-04T19:30:00+01:00,19:30,65598.0
2021-03-04T20:00:00+01:00,20:00,63896.0
2021-03-04T20:30:00+01:00,20:30,61574.0
2021-03-04T21:00:00+01:00,21:00,59527.0
2021-03-04T21:30:00+01:00,21:30,57923.0
2021-03-04T22:00:00+01:00,22:00,56613.0
2021-03-04T22:30:00+01:00,22:30,56935.0
2021-03-04T23:00:00+01:00,23:00,59148.0
2021-03-04T23:30:00+01:00,23:30,58544.0
2021-03-05T00:00:00+01:00,00:00,58595.0
2021-03-05T00:30:00+01:00,00:30,57131.0
2021-03-05T01:00:00+01:00,01:00,54873.0
2021-03-05T01:30:00+01:00,01:30,54959.0
2021-03-05T02:00:00+01:00,02:00,54554.0
2021-03-05T02:30:00+01:00,02:30,54231.0
2021-03-05T03:00:00+01:00,03:00,52686.0
2021-03-05T03:30:00+01:00,03:30,51844.0
2021-03-05T04:00:00+01:00,04:00,51202.0
2021-03-05T04:30:00+01:00,04:30,51047.0
2021-03-05T05:00:00+01:00,05:00,51554.0
2021-03-05T05:30:00+01:00,05:30,53319.0
2021-03-05T06:00:00+01:00,06:00,55083.0
2021-03-05T06:30:00+01:00,06:30,58282.0
2021-03-05T07:00:00+01:00,07:00,60906.0
2021-03-05T07:30:00+01:00,07:30,63143.0
2021-03-05T08:00:00+01:00,08:00,64650.0
2021-03-05T08:30:00+01:00,08:30,65739.0
2021-03-05T09:00:00+01:00,09:00,66467.0
2021-03-05T09:30:00+01:00,09:30,66509.0
2021-03-05T10:00:00+01:00,10:00,66020.0
2021-03-05T10:30:00+01:00,10:30,65582.0
2021-03-05T11:00:00+01:00,11:00,65211.0
2021-03-05T11:30:00+01:00,11:30,65053.0
2021-03-05T12:00:00+01:00,12:00,65671.0
2021-03-05T12:30:00+01:00,12:30,65553.0
2021-03-05T13:00:00+01:00,13:00,65637.0
2021-03-05T13:30:00+01:00,13:30,63988.0
2021-03-05T14:00:00+01:00,14:00,62942.0
2021-03-05T14:30:00+01:00,14:30,61754.0
2021-03-05T15:00:00+01:00,15:00,60480.0
2021-03-05T15:30:00+01:00,15:30,59773.0
2021-03-05T16:00:00+01:00,16:00,58937.0
2021-03-05T16:30:00+01:00,16:30,58717.0
2021-03-05T17:00:00+01:00,17:00,58748.0
2021-03-05T17:30:00+01:00,17:30,59376.0
2021-03-05T18:00:00+01:00,18:00,60851.0
2021-03-05T18:30:00+01:00,18:30,62598.0
2021-03-05T19:00:00+01:00,19:00,66427.0
2021-03-05T19:30:00+01:00,19:30,68055.0
2021-03-05T20:00:00+01:00,20:00,66807.0
2021-03-05T20:30:00+01:00,20:30,64335.0
2021-03-05T21:00:00+01:00,21:00,62540.0
2021-03-05T21:30:00+01:00,21:30,61143.0
2021-03-05T22:00:00+01:00,22:00,60063.0
2021-03-05T22:30:00+01:00,22:30,60516.0
2021-03-05T23:00:00+01:00,23:00,62843.0
2021-03-05T23:30:00+01:00,23:30,62235.0
2021-03-06T00:00:00+01:00,00:00,62097.0
2021-03-06T00:30:00+01:00,00:30,60999.0
2021-03-06T01:00:00+01:00,01:00,58768.0
2021-03-06T01:30:00+01:00,01:30,58677.0
2021-03-06T02:00:00+01:00,02:00,58218.0
2021-03-06T02:30:00+01:00,02:30,57777.0
2021-03-06T03:00:00+01:00,03:00,56159.0
2021-03-06T03:30:00+01:00,03:30,55382.0
2021-03-06T04:00:00+01:00,04:00,54492.0
2021-03-06T04:30:00+01:00,04:30,54189.0
2021-03-06T05:00:00+01:00,05:00,54154.0
2021-03-06T05:30:00+01:00,05:30,55261.0
2021-03-06T06:00:00+01:00,06:00,56048.0
2021-03-06T06:30:00+01:00,06:30,57439.0
2021-03-06T07:00:00+01:00,07:00,58451.0
2021-03-06T07:30:00+01:00,07:30,59011.0
2021-03-06T08:00:00+01:00,08:00,60148.0
2021-03-06T08:30:00+01:00,08:30,61256.0
2021-03-06T09:00:00+01:00,09:00,61919.0
2021-03-06T09:30:00+01:00,09:30,62155.0
2021-03-06T10:00:00+01:00,10:00,61517.0
2021-03-06T10:30:00+01:00,10:30,60591.0
2021-03-06T11:00:00+01:00,11:00,59713.0
2021-03-06T11:30:00+01:00,11:30,59120.0
2021-03-06T12:00:00+01:00,12:00,59482.0
2021-03-06T12:30:00+01:00,12:30,59740.0
2021-03-06T13:00:00+01:00,13:00,59503.0
2021-03-06T13:30:00+01:00,13:30,57470.0
2021-03-06T14:00:00+01:00,14:00,55667.0
2021-03-06T14:30:00+01:00,14:30,54047.0
2021-03-06T15:00:00+01:00,15:00,52526.0
2021-03-06T15:30:00+01:00,15:30,51813.0
2021-03-06T16:00:00+01:00,16:00,51039.0
2021-03-06T16:30:00+01:00,16:30,50521.0
2021-03-06T17:00:00+01:00,17:00,50741.0
2021-03-06T17:30:00+01:00,17:30,51711.0
2021-03-06T18:00:00+01:00,18:00,53455.0
2021-03-06T18:30:00+01:00,18:30,56402.0
2021-03-06T19:00:00+01:00,19:00,60786.0
2021-03-06T19:30:00+01:00,19:30,63233.0
2021-03-06T20:00:00+01:00,20:00,62750.0
2021-03-06T20:30:00+01:00,20:30,60937.0
2021-03-06T21:00:00+01:00,21:00,59680.0
2021-03-06T21:30:00+01:00,21:30,58531.0
2021-03-06T22:00:00+01:00,22:00,57629.0
2021-03-06T22:30:00+01:00,22:30,58431.0
2021-03-06T23:00:00+01:00,23:00,61003.0
2021-03-06T23:30:00+01:00,23:30,60339.0
2021-03-07T00:00:00+01:00,00:00,60622.0
2021-03-07T00:30:00+01:00,00:30,59510.0
2021-03-07T01:00:00+01:00,01:00,57434.0
2021-03-07T01:30:00+01:00,01:30,57430.0
2021-03-07T02:00:00+01:00,02:00,57168.0
2021-03-07T02:30:00+01:00,02:30,56701.0
2021-03-07T03:00:00+01:00,03:00,54951.0
2021-03-07T03:30:00+01:00,03:30,54165.0
2021-03-07T04:00:00+01:00,04:00,53155.0
2021-03-07T04:30:00+01:00,04:30,52624.0
2021-03-07T05:00:00+01:00,05:00,52471.0
2021-03-07T05:30:00+01:00,05:30,53026.0
2021-03-07T06:00:00+01:00,06:00,53504.0
2021-03-07T06:30:00+01:00,06:30,54443.0
2021-03-07T07:00:00+01:00,07:00,54850.0
2021-03-07T07:30:00+01:00,07:30,55258.0
2021-03-07T08:00:00+01:00,08:00,56106.0
2021-03-07T08:30:00+01:00,08:30,57333.0
2021-03-07T09:00:00+01:00,09:00,58342.0
2021-03-07T09:30:00+01:00,09:30,58915.0
2021-03-07T10:00:00+01:00,10:00,58966.0
2021-03-07T10:30:00+01:00,10:30,58948.0
2021-03-07T11:00:00+01:00,11:00,58320.0
2021-03-07T11:30:00+01:00,11:30,58326.0
2021-03-07T12:00:00+01:00,12:00,58521.0
2021-03-07T12:30:00+01:00,12:30,58995.0
2021-03-07T13:00:00+01:00,13:00,58714.0
2021-03-07T13:30:00+01:00,13:30,55915.0
2021-03-07T14:00:00+01:00,14:00,53818.0
2021-03-07T14:30:00+01:00,14:30,52160.0
2021-03-07T15:00:00+01:00,15:00,50880.0
2021-03-07T15:30:00+01:00,15:30,50251.0
2021-03-07T16:00:00+01:00,16:00,49547.0
2021-03-07T16:30:00+01:00,16:30,49252.0
2021-03-07T17:00:00+01:00,17:00,49645.0
2021-03-07T17:30:00+01:00,17:30,50812.0
2021-03-07T18:00:00+01:00,18:00,53191.0
2021-03-07T18:30:00+01:00,18:30,56882.0
2021-03-07T19:00:00+01:00,19:00,61123.0
2021-03-07T19:30:00+01:00,19:30,63155.0
2021-03-07T20:00:00+01:00,20:00,62440.0
2021-03-07T20:30:00+01:00,20:30,61146.0
2021-03-07T21:00:00+01:00,21:00,59833.0
2021-03-07T21:30:00+01:00,21:30,58479.0
2021-03-07T22:00:00+01:00,22:00,57282.0
2021-03-07T22:30:00+01:00,22:30,57775.0
2021-03-07T23:00:00+01:00,23:00,60024.0
2021-03-07T23:30:00+01:00,23:30,59539.0
2021-03-08T00:00:00+01:00,00:00,59687.0
2021-03-08T00:30:00+01:00,00:30,58649.0
2021-03-08T01:00:00+01:00,01:00,56869.0
2021-03-08T01:30:00+01:00,01:30,57114.0
2021-03-08T02:00:00+01:00,02:00,57032.0
2021-03-08T02:30:00+01:00,02:30,56678.0
2021-03-08T03:00:00+01:00,03:00,55363.0
2021-03-08T03:30:00+01:00,03:30,54699.0
2021-03-08T04:00:00+01:00,04:00,53881.0
2021-03-08T04:30:00+01:00,04:30,54023.0
2021-03-08T05:00:00+01:00,05:00,54737.0
2021-03-08T05:30:00+01:00,05:30,57206.0
2021-03-08T06:00:00+01:00,06:00,59424.0
2021-03-08T06:30:00+01:00,06:30,63426.0
2021-03-08T07:00:00+01:00,07:00,66505.0
2021-03-08T07:30:00+01:00,07:30,69091.0
2021-03-08T08:00:00+01:00,08:00,70364.0
2021-03-08T08:30:00+01:00,08:30,70871.0
2021-03-08T09:00:00+01:00,09:00,71078.0
2021-03-08T09:30:00+01:00,09:30,70380.0
2021-03-08T10:00:00+01:00,10:00,69325.0
2021-03-08T10:30:00+01:00,10:30,68144.0
2021-03-08T11:00:00+01:00,11:00,67093.0
2021-03-08T11:30:00+01:00,11:30,66423.0
2021-03-08T12:00:00+01:00,12:00,66512.0
2021-03-08T12:30:00+01:00,12:30,66026.0
2021-03-08T13:00:00+01:00,13:00,65706.0
2021-03-08T13:30:00+01:00,13:30,64326.0
2021-03-08T14:00:00+01:00,14:00,62966.0
2021-03-08T14:30:00+01:00,14:30,61488.0
2021-03-08T15:00:00+01:00,15:00,60060.0
2021-03-08T15:30:00+01:00,15:30,59183.0
2021-03-08T16:00:00+01:00,16:00,58667.0
2021-03-08T16:30:00+01:00,16:30,58433.0
2021-03-08T17:00:00+01:00,17:00,58403.0
2021-03-08T17:30:00+01:00,17:30,59076.0
2021-03-08T18:00:00+01:00,18:00,60710.0
2021-03-08T18:30:00+01:00,18:30,63168.0
2021-03-08T19:00:00+01:00,19:00,68106.0
2021-03-08T19:30:00+01:00,19:30,70226.0
2021-03-08T20:00:00+01:00,20:00,68834.0
2021-03-08T20:30:00+01:00,20:30,66335.0
2021-03-08T21:00:00+01:00,21:00,64353.0
2021-03-08T21:30:00+01:00,21:30,62538.0
2021-03-08T22:00:00+01:00,22:00,61207.0
2021-03-08T22:30:00+01:00,22:30,61752.0
2021-03-08T23:00:00+01:00,23:00,63758.0
2021-03-08T23:30:00+01:00,23:30,63181.0
2021-03-09T00:00:00+01:00,00:00,63313.0
2021-03-09T00:30:00+01:00,00:30,62088.0
2021-03-09T01:00:00+01:00,01:00,59921.0
2021-03-09T01:30:00+01:00,01:30,60206.0
2021-03-09T02:00:00+01:00,02:00,60080.0
2021-03-09T02:30:00+01:00,02:30,59850.0
2021-03-09T03:00:00+01:00,03:00,58464.0
2021-03-09T03:30:00+01:00,03:30,57767.0
2021-03-09T04:00:00+01:00,04:00,57406.0
2021-03-09T04:30:00+01:00,04:30,57378.0
2021-03-09T05:00:00+01:00,05:00,57822.0
2021-03-09T05:30:00+01:00,05:30,60167.0
2021-03-09T06:00:00+01:00,06:00,62191.0
2021-03-09T06:30:00+01:00,06:30,66075.0
2021-03-09T07:00:00+01:00,07:00,69182.0
2021-03-09T07:30:00+01:00,07:30,71589.0
2021-03-09T08:00:00+01:00,08:00,72792.0
2021-03-09T08:30:00+01:00,08:30,73211.0
2021-03-09T09:00:00+01:00,09:00,72634.0
2021-03-09T09:30:00+01:00,09:30,71389.0
2021-03-09T10:00:00+01:00,10:00,69705.0
2021-03-09T10:30:00+01:00,10:30,68203.0
2021-03-09T11:00:00+01:00,11:00,67121.0
2021-03-09T11:30:00+01:00,11:30,66205.0
2021-03-09T12:00:00+01:00,12:00,66132.0
2021-03-09T12:30:00+01:00,12:30,65674.0
2021-03-09T13:00:00+01:00,13:00,65198.0
2021-03-09T13:30:00+01:00,13:30,63826.0
2021-03-09T14:00:00+01:00,14:00,62513.0
2021-03-09T14:30:00+01:00,14:30,61048.0
2021-03-09T15:00:00+01:00,15:00,59853.0
2021-03-09T15:30:00+01:00,15:30,59200.0
2021-03-09T16:00:00+01:00,16:00,58511.0
2021-03-09T16:30:00+01:00,16:30,58534.0
2021-03-09T17:00:00+01:00,17:00,58458.0
2021-03-09T17:30:00+01:00,17:30,59035.0
2021-03-09T18:00:00+01:00,18:00,60563.0
2021-03-09T18:30:00+01:00,18:30,62634.0
2021-03-09T19:00:00+01:00,19:00,67251.0
2021-03-09T19:30:00+01:00,19:30,69693.0
2021-03-09T20:00:00+01:00,20:00,68331.0
2021-03-09T20:30:00+01:00,20:30,65812.0
2021-03-09T21:00:00+01:00,21:00,63828.0
2021-03-09T21:30:00+01:00,21:30,62465.0
2021-03-09T22:00:00+01:00,22:00,61143.0
2021-03-09T22:30:00+01:00,22:30,61615.0
2021-03-09T23:00:00+01:00,23:00,63734.0
2021-03-09T23:30:00+01:00,23:30,63213.0
2021-03-10T00:00:00+01:00,00:00,63334.0
2021-03-10T00:30:00+01:00,00:30,62101.0
2021-03-10T01:00:00+01:00,01:00,60230.0
2021-03-10T01:30:00+01:00,01:30,60353.0
2021-03-10T02:00:00+01:00,02:00,60124.0
2021-03-10T02:30:00+01:00,02:30,59943.0
2021-03-10T03:00:00+01:00,03:00,58476.0
2021-03-10T03:30:00+01:00,03:30,57819.0
2021-03-10T04:00:00+01:00,04:00,57100.0
2021-03-10T04:30:00+01:00,04:30,57321.0
2021-03-10T05:00:00+01:00,05:00,57942.0
2021-03-10T05:30:00+01:00,05:30,60080.0
2021-03-10T06:00:00+01:00,06:00,61962.0
2021-03-10T06:30:00+01:00,06:30,65620.0
2021-03-10T07:00:00+01:00,07:00,68160.0
2021-03-10T07:30:00+01:00,07:30,70065.0
2021-03-10T08:00:00+01:00,08:00,71177.0
2021-03-10T08:30:00+01:00,08:30,71690.0
2021-03-10T09:00:00+01:00,09:00,71538.0
2021-03-10T09:30:00+01:00,09:30,70674.0
2021-03-10T10:00:00+01:00,10:00,69325.0
2021-03-10T10:30:00+01:00,10:30,68095.0
2021-03-10T11:00:00+01:00,11:00,66959.0
2021-03-10T11:30:00+01:00,11:30,66356.0
2021-03-10T12:00:00+01:00,12:00,66530.0
2021-03-10T12:30:00+01:00,12:30,66424.0
2021-03-10T13:00:00+01:00,13:00,66088.0
2021-03-10T13:30:00+01:00,13:30,64659.0
2021-03-10T14:00:00+01:00,14:00,63658.0
2021-03-10T14:30:00+01:00,14:30,62412.0
2021-03-10T15:00:00+01:00,15:00,61301.0
2021-03-10T15:30:00+01:00,15:30,60651.0
2021-03-10T16:00:00+01:00,16:00,60352.0
2021-03-10T16:30:00+01:00,16:30,60159.0
2021-03-10T17:00:00+01:00,17:00,60162.0
2021-03-10T17:30:00+01:00,17:30,60740.0
2021-03-10T18:00:00+01:00,18:00,62224.0
2021-03-10T18:30:00+01:00,18:30,64536.0
2021-03-10T19:00:00+01:00,19:00,68398.0
2021-03-10T19:30:00+01:00,19:30,70282.0
2021-03-10T20:00:00+01:00,20:00,68459.0
2021-03-10T20:30:00+01:00,20:30,65622.0
2021-03-10T21:00:00+01:00,21:00,63488.0
2021-03-10T21:30:00+01:00,21:30,61767.0
2021-03-10T22:00:00+01:00,22:00,60515.0
2021-03-10T22:30:00+01:00,22:30,60498.0
2021-03-10T23:00:00+01:00,23:00,62539.0
2021-03-10T23:30:00+01:00,23:30,61775.0
2021-03-11T00:00:00+01:00,00:00,61385.0
2021-03-11T00:30:00+01:00,00:30,59782.0
2021-03-11T01:00:00+01:00,01:00,57562.0
2021-03-11T01:30:00+01:00,01:30,57317.0
2021-03-11T02:00:00+01:00,02:00,57045.0
2021-03-11T02:30:00+01:00,02:30,56307.0
2021-03-11T03:00:00+01:00,03:00,54731.0
2021-03-11T03:30:00+01:00,03:30,53802.0
2021-03-11T04:00:00+01:00,04:00,52663.0
2021-03-11T04:30:00+01:00,04:30,52371.0
2021-03-11T05:00:00+01:00,05:00,52533.0
2021-03-11T05:30:00+01:00,05:30,54366.0
2021-03-11T06:00:00+01:00,06:00,55780.0
2021-03-11T06:30:00+01:00,06:30,59258.0
2021-03-11T07:00:00+01:00,07:00,61662.0
2021-03-11T07:30:00+01:00,07:30,63499.0
2021-03-11T08:00:00+01:00,08:00,64719.0
2021-03-11T08:30:00+01:00,08:30,65209.0
2021-03-11T09:00:00+01:00,09:00,65518.0
2021-03-11T09:30:00+01:00,09:30,64887.0
2021-03-11T10:00:00+01:00,10:00,64156.0
2021-03-11T10:30:00+01:00,10:30,63290.0
2021-03-11T11:00:00+01:00,11:00,62692.0
2021-03-11T11:30:00+01:00,11:30,62600.0
2021-03-11T12:00:00+01:00,12:00,63073.0
2021-03-11T12:30:00+01:00,12:30,62621.0
2021-03-11T13:00:00+01:00,13:00,62433.0
2021-03-11T13:30:00+01:00,13:30,61463.0
2021-03-11T14:00:00+01:00,14:00,60541.0
2021-03-11T14:30:00+01:00,14:30,59787.0
2021-03-11T15:00:00+01:00,15:00,58867.0
2021-03-11T15:30:00+01:00,15:30,58558.0
2021-03-11T16:00:00+01:00,16:00,57925.0
2021-03-11T16:30:00+01:00,16:30,57512.0
2021-03-11T17:00:00+01:00,17:00,57658.0
2021-03-11T17:30:00+01:00,17:30,58045.0
2021-03-11T18:00:00+01:00,18:00,59283.0
2021-03-11T18:30:00+01:00,18:30,60973.0
2021-03-11T19:00:00+01:00,19:00,64776.0
2021-03-11T19:30:00+01:00,19:30,66501.0
2021-03-11T20:00:00+01:00,20:00,65489.0
2021-03-11T20:30:00+01:00,20:30,62978.0
2021-03-11T21:00:00+01:00,21:00,60888.0
2021-03-11T21:30:00+01:00,21:30,59404.0
2021-03-11T22:00:00+01:00,22:00,57983.0
2021-03-11T22:30:00+01:00,22:30,58274.0
2021-03-11T23:00:00+01:00,23:00,60319.0
2021-03-11T23:30:00+01:00,23:30,59713.0
2021-03-12T00:00:00+01:00,00:00,59648.0
2021-03-12T00:30:00+01:00,00:30,58417.0
2021-03-12T01:00:00+01:00,01:00,56271.0
2021-03-12T01:30:00+01:00,01:30,56537.0
2021-03-12T02:00:00+01:00,02:00,56183.0
2021-03-12T02:30:00+01:00,02:30,55589.0
2021-03-12T03:00:00+01:00,03:00,54161.0
2021-03-12T03:30:00+01:00,03:30,53232.0
2021-03-12T04:00:00+01:00,04:00,52600.0
