Date,Consommation (MW),ds,y
2014-12-10,72325.83333333333,2014-12-10,72325.83333333333
2014-12-11,69551.75,2014-12-11,69551.75
2014-12-12,68361.52083333333,2014-12-12,68361.52083333333
2014-12-13,62088.458333333336,2014-12-13,62088.458333333336
2014-12-14,61444.541666666664,2014-12-14,61444.541666666664
2014-12-15,68032.5625,2014-12-15,68032.5625
2014-12-16,66994.35416666667,2014-12-16,66994.35416666667
2014-12-17,68046.64583333333,2014-12-17,68046.64583333333
2014-12-18,64051.020833333336,2014-12-18,64051.020833333336
2014-12-19,62134.833333333336,2014-12-19,62134.833333333336
2014-12-20,58110.729166666664,2014-12-20,58110.729166666664
2014-12-21,57822.125,2014-12-21,57822.125
2014-12-22,64110.895833333336,2014-12-22,64110.895833333336
2014-12-23,64641.729166666664,2014-12-23,64641.729166666664
2014-12-24,61257.1875,2014-12-24,61257.1875
2014-12-25,54780.666666666664,2014-12-25,54780.666666666664
2014-12-26,62417.333333333336,2014-12-26,62417.333333333336
2014-12-27,62831.625,2014-12-27,62831.625
2014-12-28,65372.708333333336,2014-12-28,65372.708333333336
2014-12-29,74690.89583333333,2014-12-29,74690.89583333333
2014-12-30,73768.5625,2014-12-30,73768.5625
2014-12-31,71712.5,2014-12-31,71712.5
2015-01-01,67242.5625,2015-01-01,67242.5625
2015-01-02,69001.79166666667,2015-01-02,69001.79166666667
2015-01-03,64094.0625,2015-01-03,64094.0625
2015-01-04,58878.75,2015-01-04,58878.75
2015-01-05,71274.91666666667,2015-01-05,71274.91666666667
2015-01-06,75430.83333333333,2015-01-06,75430.83333333333
2015-01-07,74334.16666666667,2015-01-07,74334.16666666667
2015-01-08,71667.35416666667,2015-01-08,71667.35416666667
2015-01-09,68005.04166666667,2015-01-09,68005.04166666667
2015-01-10,57754.583333333336,2015-01-10,57754.583333333336
2015-01-11,57496.583333333336,2015-01-11,57496.583333333336
2015-01-12,68430.52083333333,2015-01-12,68430.52083333333
2015-01-13,68439.35416666667,2015-01-13,68439.35416666667
2015-01-14,68421.125,2015-01-14,68421.125
2015-01-15,68597.375,2015-01-15,68597.375
2015-01-16,68143.77083333333,2015-01-16,68143.77083333333
2015-01-17,65131.791666666664,2015-01-17,65131.791666666664
2015-01-18,65142.3125,2015-01-18,65142.3125
2015-01-19,74250.0,2015-01-19,74250.0
2015-01-20,76903.0625,2015-01-20,76903.0625
2015-01-21,77689.20833333333,2015-01-21,77689.20833333333
2015-01-22,77796.85416666667,2015-01-22,77796.85416666667
2015-01-23,78853.625,2015-01-23,78853.625
2015-01-24,72874.89583333333,2015-01-24,72874.89583333333
2015-01-25,69113.875,2015-01-25,69113.875
2015-01-26,74798.33333333333,2015-01-26,74798.33333333333
2015-01-27,74047.95833333333,2015-01-27,74047.95833333333
2015-01-28,74338.8125,2015-01-28,74338.8125
2015-01-29,74241.5625,2015-01-29,74241.5625
2015-01-30,74861.83333333333,2015-01-30,74861.83333333333
2015-01-31,69301.95833333333,2015-01-31,69301.95833333333
2015-02-01,68206.3125,2015-02-01,68206.3125
2015-02-02,76383.66666666667,2015-02-02,76383.66666666667
2015-02-03,79124.66666666667,2015-02-03,79124.66666666667
2015-02-04,80973.0,2015-02-04,80973.0
2015-02-05,82094.27083333333,2015-02-05,82094.27083333333
2015-02-06,84597.25,2015-02-06,84597.25
2015-02-07,76453.29166666667,2015-02-07,76453.29166666667
2015-02-08,70617.125,2015-02-08,70617.125
2015-02-09,76463.95833333333,2015-02-09,76463.95833333333
2015-02-10,76322.60416666667,2015-02-10,76322.60416666667
2015-02-11,74638.91666666667,2015-02-11,74638.91666666667
2015-02-12,74180.02083333333,2015-02-12,74180.02083333333
2015-02-13,71935.77083333333,2015-02-13,71935.77083333333
2015-02-14,64238.916666666664,2015-02-14,64238.916666666664
2015-02-15,61508.0625,2015-02-15,61508.0625
2015-02-16,70702.375,2015-02-16,70702.375
2015-02-17,71375.29166666667,2015-02-17,71375.29166666667
2015-02-18,71985.45833333333,2015-02-18,71985.45833333333
2015-02-19,72050.70833333333,2015-02-19,72050.70833333333
2015-02-20,71024.5625,2015-02-20,71024.5625
2015-02-21,65321.3125,2015-02-21,65321.3125
2015-02-22,64056.354166666664,2015-02-22,64056.354166666664
2015-02-23,69896.60416666667,2015-02-23,69896.60416666667
2015-02-24,71479.70833333333,2015-02-24,71479.70833333333
2015-02-25,69886.4375,2015-02-25,69886.4375
2015-02-26,68356.29166666667,2015-02-26,68356.29166666667
2015-02-27,68427.47916666667,2015-02-27,68427.47916666667
2015-02-28,64138.854166666664,2015-02-28,64138.854166666664
2015-03-01,58070.854166666664,2015-03-01,58070.854166666664
2015-03-02,63743.5,2015-03-02,63743.5
2015-03-03,65149.458333333336,2015-03-03,65149.458333333336
2015-03-04,67063.45833333333,2015-03-04,67063.45833333333
2015-03-05,68122.52083333333,2015-03-05,68122.52083333333
2015-03-06,66775.4375,2015-03-06,66775.4375
2015-03-07,59523.083333333336,2015-03-07,59523.083333333336
2015-03-08,54776.645833333336,2015-03-08,54776.645833333336
2015-03-09,60442.041666666664,2015-03-09,60442.041666666664
2015-03-10,62110.520833333336,2015-03-10,62110.520833333336
2015-03-11,60857.708333333336,2015-03-11,60857.708333333336
2015-03-12,60974.041666666664,2015-03-12,60974.041666666664
2015-03-13,62112.020833333336,2015-03-13,62112.020833333336
2015-03-14,58794.0,2015-03-14,58794.0
2015-03-15,57726.520833333336,2015-03-15,57726.520833333336
2015-03-16,63831.208333333336,2015-03-16,63831.208333333336
2015-03-17,62332.666666666664,2015-03-17,62332.666666666664
2015-03-18,60105.4375,2015-03-18,60105.4375
2015-03-19,61772.875,2015-03-19,61772.875
2015-03-20,62261.1875,2015-03-20,62261.1875
2015-03-21,57639.208333333336,2015-03-21,57639.208333333336
2015-03-22,56018.729166666664,2015-03-22,56018.729166666664
2015-03-23,62120.875,2015-03-23,62120.875
2015-03-24,63643.166666666664,2015-03-24,63643.166666666664
2015-03-25,65806.1875,2015-03-25,65806.1875
2015-03-26,66809.04166666667,2015-03-26,66809.04166666667
2015-03-27,63019.3125,2015-03-27,63019.3125
2015-03-28,55628.020833333336,2015-03-28,55628.020833333336
2015-03-29,52271.34782608696,2015-03-29,52271.34782608696
2015-03-30,58450.5,2015-03-30,58450.5
2015-03-31,58786.270833333336,2015-03-31,58786.270833333336
2015-04-01,60670.645833333336,2015-04-01,60670.645833333336
2015-04-02,61684.895833333336,2015-04-02,61684.895833333336
2015-04-03,59836.145833333336,2015-04-03,59836.145833333336
2015-04-04,54658.875,2015-04-04,54658.875
2015-04-05,52637.375,2015-04-05,52637.375
2015-04-06,53073.020833333336,2015-04-06,53073.020833333336
2015-04-07,58351.208333333336,2015-04-07,58351.208333333336
2015-04-08,57327.875,2015-04-08,57327.875
2015-04-09,54940.729166666664,2015-04-09,54940.729166666664
2015-04-10,52832.5625,2015-04-10,52832.5625
2015-04-11,47495.020833333336,2015-04-11,47495.020833333336
2015-04-12,44375.208333333336,2015-04-12,44375.208333333336
2015-04-13,49773.333333333336,2015-04-13,49773.333333333336
2015-04-14,49626.666666666664,2015-04-14,49626.666666666664
2015-04-15,48891.645833333336,2015-04-15,48891.645833333336
2015-04-16,48901.0,2015-04-16,48901.0
2015-04-17,49071.625,2015-04-17,49071.625
2015-04-18,44566.3125,2015-04-18,44566.3125
2015-04-19,42656.583333333336,2015-04-19,42656.583333333336
2015-04-20,49379.3125,2015-04-20,49379.3125
2015-04-21,49561.354166666664,2015-04-21,49561.354166666664
2015-04-22,49150.375,2015-04-22,49150.375
2015-04-23,49156.291666666664,2015-04-23,49156.291666666664
2015-04-24,48597.395833333336,2015-04-24,48597.395833333336
2015-04-25,43242.770833333336,2015-04-25,43242.770833333336
2015-04-26,41112.145833333336,2015-04-26,41112.145833333336
2015-04-27,49640.5625,2015-04-27,49640.5625
2015-04-28,51967.145833333336,2015-04-28,51967.145833333336
2015-04-29,52562.916666666664,2015-04-29,52562.916666666664
2015-04-30,52642.0625,2015-04-30,52642.0625
2015-05-01,44853.125,2015-05-01,44853.125
2015-05-02,45284.0625,2015-05-02,45284.0625
2015-05-03,42343.5,2015-05-03,42343.5
2015-05-04,48577.4375,2015-05-04,48577.4375
2015-05-05,48628.4375,2015-05-05,48628.4375
2015-05-06,49298.729166666664,2015-05-06,49298.729166666664
2015-05-07,49465.125,2015-05-07,49465.125
2015-05-08,42774.729166666664,2015-05-08,42774.729166666664
2015-05-09,41652.520833333336,2015-05-09,41652.520833333336
2015-05-10,39313.583333333336,2015-05-10,39313.583333333336
2015-05-11,46339.0,2015-05-11,46339.0
2015-05-12,47352.520833333336,2015-05-12,47352.520833333336
2015-05-13,47505.541666666664,2015-05-13,47505.541666666664
2015-05-14,41619.770833333336,2015-05-14,41619.770833333336
2015-05-15,45059.583333333336,2015-05-15,45059.583333333336
2015-05-16,42787.0625,2015-05-16,42787.0625
2015-05-17,39824.166666666664,2015-05-17,39824.166666666664
2015-05-18,47114.9375,2015-05-18,47114.9375
2015-05-19,48715.5625,2015-05-19,48715.5625
2015-05-20,45872.520833333336,2015-05-20,45872.520833333336
2015-05-21,45978.645833333336,2015-05-21,45978.645833333336
2015-05-22,44806.979166666664,2015-05-22,44806.979166666664
2015-05-23,39168.333333333336,2015-05-23,39168.333333333336
2015-05-24,35657.229166666664,2015-05-24,35657.229166666664
2015-05-25,37140.25,2015-05-25,37140.25
2015-05-26,43417.916666666664,2015-05-26,43417.916666666664
2015-05-27,44078.958333333336,2015-05-27,44078.958333333336
2015-05-28,44196.229166666664,2015-05-28,44196.229166666664
2015-05-29,43767.1875,2015-05-29,43767.1875
2015-05-30,38512.645833333336,2015-05-30,38512.645833333336
2015-05-31,36060.208333333336,2015-05-31,36060.208333333336
2015-06-01,42977.229166666664,2015-06-01,42977.229166666664
2015-06-02,44306.479166666664,2015-06-02,44306.479166666664
2015-06-03,44390.875,2015-06-03,44390.875
2015-06-04,44631.854166666664,2015-06-04,44631.854166666664
2015-06-05,44391.479166666664,2015-06-05,44391.479166666664
2015-06-06,38479.9375,2015-06-06,38479.9375
2015-06-07,35454.75,2015-06-07,35454.75
2015-06-08,42318.083333333336,2015-06-08,42318.083333333336
2015-06-09,43518.666666666664,2015-06-09,43518.666666666664
2015-06-10,43720.9375,2015-06-10,43720.9375
2015-06-11,44352.854166666664,2015-06-11,44352.854166666664
2015-06-12,43558.958333333336,2015-06-12,43558.958333333336
2015-06-13,37845.75,2015-06-13,37845.75
2015-06-14,35164.8125,2015-06-14,35164.8125
2015-06-15,42009.854166666664,2015-06-15,42009.854166666664
2015-06-16,43114.6875,2015-06-16,43114.6875
2015-06-17,43386.770833333336,2015-06-17,43386.770833333336
2015-06-18,43818.020833333336,2015-06-18,43818.020833333336
2015-06-19,42695.020833333336,2015-06-19,42695.020833333336
2015-06-20,37684.75,2015-06-20,37684.75
2015-06-21,35067.666666666664,2015-06-21,35067.666666666664
2015-06-22,42527.541666666664,2015-06-22,42527.541666666664
2015-06-23,43542.416666666664,2015-06-23,43542.416666666664
2015-06-24,43609.0,2015-06-24,43609.0
2015-06-25,43970.479166666664,2015-06-25,43970.479166666664
2015-06-26,43885.458333333336,2015-06-26,43885.458333333336
2015-06-27,38565.541666666664,2015-06-27,38565.541666666664
2015-06-28,36034.104166666664,2015-06-28,36034.104166666664
2015-06-29,43445.770833333336,2015-06-29,43445.770833333336
2015-06-30,45333.041666666664,2015-06-30,45333.041666666664
2015-07-01,46033.729166666664,2015-07-01,46033.729166666664
2015-07-02,46292.4375,2015-07-02,46292.4375
2015-07-03,46026.145833333336,2015-07-03,46026.145833333336
2015-07-04,40950.791666666664,2015-07-04,40950.791666666664
2015-07-05,37241.208333333336,2015-07-05,37241.208333333336
2015-07-06,44552.395833333336,2015-07-06,44552.395833333336
2015-07-07,46032.458333333336,2015-07-07,46032.458333333336
2015-07-08,44775.5625,2015-07-08,44775.5625
2015-07-09,44379.8125,2015-07-09,44379.8125
2015-07-10,44175.645833333336,2015-07-10,44175.645833333336
2015-07-11,39326.604166666664,2015-07-11,39326.604166666664
2015-07-12,36070.3125,2015-07-12,36070.3125
2015-07-13,40463.125,2015-07-13,40463.125
2015-07-14,37938.541666666664,2015-07-14,37938.541666666664
2015-07-15,44455.5625,2015-07-15,44455.5625
2015-07-16,45894.145833333336,2015-07-16,45894.145833333336
2015-07-17,45444.979166666664,2015-07-17,45444.979166666664
2015-07-18,39609.75,2015-07-18,39609.75
2015-07-19,36330.875,2015-07-19,36330.875
2015-07-20,43846.604166666664,2015-07-20,43846.604166666664
2015-07-21,45528.770833333336,2015-07-21,45528.770833333336
2015-07-22,45056.625,2015-07-22,45056.625
2015-07-23,44445.041666666664,2015-07-23,44445.041666666664
2015-07-24,43793.895833333336,2015-07-24,43793.895833333336
2015-07-25,37904.916666666664,2015-07-25,37904.916666666664
2015-07-26,34957.4375,2015-07-26,34957.4375
2015-07-27,41063.520833333336,2015-07-27,41063.520833333336
2015-07-28,41954.166666666664,2015-07-28,41954.166666666664
2015-07-29,41863.6875,2015-07-29,41863.6875
2015-07-30,41205.4375,2015-07-30,41205.4375
2015-07-31,40367.125,2015-07-31,40367.125
2015-08-01,35938.479166666664,2015-08-01,35938.479166666664
2015-08-02,33826.395833333336,2015-08-02,33826.395833333336
2015-08-03,39096.1875,2015-08-03,39096.1875
2015-08-04,39434.895833333336,2015-08-04,39434.895833333336
2015-08-05,39717.041666666664,2015-08-05,39717.041666666664
2015-08-06,40360.166666666664,2015-08-06,40360.166666666664
2015-08-07,40110.395833333336,2015-08-07,40110.395833333336
2015-08-08,36146.520833333336,2015-08-08,36146.520833333336
2015-08-09,33253.041666666664,2015-08-09,33253.041666666664
2015-08-10,37212.5,2015-08-10,37212.5
2015-08-11,38431.541666666664,2015-08-11,38431.541666666664
2015-08-12,39121.25,2015-08-12,39121.25
2015-08-13,38935.979166666664,2015-08-13,38935.979166666664
2015-08-14,37936.125,2015-08-14,37936.125
2015-08-15,33836.208333333336,2015-08-15,33836.208333333336
2015-08-16,32257.1875,2015-08-16,32257.1875
2015-08-17,37135.479166666664,2015-08-17,37135.479166666664
2015-08-18,38364.5,2015-08-18,38364.5
2015-08-19,38690.604166666664,2015-08-19,38690.604166666664
2015-08-20,39241.020833333336,2015-08-20,39241.020833333336
2015-08-21,39537.041666666664,2015-08-21,39537.041666666664
2015-08-22,36242.770833333336,2015-08-22,36242.770833333336
2015-08-23,33885.0,2015-08-23,33885.0
2015-08-24,39976.208333333336,2015-08-24,39976.208333333336
2015-08-25,41187.354166666664,2015-08-25,41187.354166666664
2015-08-26,42073.854166666664,2015-08-26,42073.854166666664
2015-08-27,42748.166666666664,2015-08-27,42748.166666666664
2015-08-28,42165.458333333336,2015-08-28,42165.458333333336
2015-08-29,37997.229166666664,2015-08-29,37997.229166666664
2015-08-30,35810.145833333336,2015-08-30,35810.145833333336
2015-08-31,42870.479166666664,2015-08-31,42870.479166666664
2015-09-01,43266.0,2015-09-01,43266.0
2015-09-02,42916.020833333336,2015-09-02,42916.020833333336
2015-09-03,43215.375,2015-09-03,43215.375
2015-09-04,42792.75,2015-09-04,42792.75
2015-09-05,37713.604166666664,2015-09-05,37713.604166666664
2015-09-06,35484.729166666664,2015-09-06,35484.729166666664
2015-09-07,42451.979166666664,2015-09-07,42451.979166666664
2015-09-08,43615.354166666664,2015-09-08,43615.354166666664
2015-09-09,43757.458333333336,2015-09-09,43757.458333333336
2015-09-10,43777.666666666664,2015-09-10,43777.666666666664
2015-09-11,43413.583333333336,2015-09-11,43413.583333333336
2015-09-12,38381.375,2015-09-12,38381.375
2015-09-13,35984.020833333336,2015-09-13,35984.020833333336
2015-09-14,42567.583333333336,2015-09-14,42567.583333333336
2015-09-15,44095.604166666664,2015-09-15,44095.604166666664
2015-09-16,44952.645833333336,2015-09-16,44952.645833333336
2015-09-17,44766.895833333336,2015-09-17,44766.895833333336
2015-09-18,43977.333333333336,2015-09-18,43977.333333333336
2015-09-19,38764.3125,2015-09-19,38764.3125
2015-09-20,36237.208333333336,2015-09-20,36237.208333333336
2015-09-21,43101.625,2015-09-21,43101.625
2015-09-22,44793.395833333336,2015-09-22,44793.395833333336
2015-09-23,45141.604166666664,2015-09-23,45141.604166666664
2015-09-24,45178.3125,2015-09-24,45178.3125
2015-09-25,44313.333333333336,2015-09-25,44313.333333333336
2015-09-26,39286.729166666664,2015-09-26,39286.729166666664
2015-09-27,36970.895833333336,2015-09-27,36970.895833333336
2015-09-28,43817.1875,2015-09-28,43817.1875
2015-09-29,45283.875,2015-09-29,45283.875
2015-09-30,45560.666666666664,2015-09-30,45560.666666666664
2015-10-01,46056.583333333336,2015-10-01,46056.583333333336
2015-10-02,45856.208333333336,2015-10-02,45856.208333333336
2015-10-03,40539.791666666664,2015-10-03,40539.791666666664
2015-10-04,38322.729166666664,2015-10-04,38322.729166666664
2015-10-05,45207.395833333336,2015-10-05,45207.395833333336
2015-10-06,45646.916666666664,2015-10-06,45646.916666666664
2015-10-07,45937.291666666664,2015-10-07,45937.291666666664
2015-10-08,46138.5625,2015-10-08,46138.5625
2015-10-09,46161.0625,2015-10-09,46161.0625
2015-10-10,41526.8125,2015-10-10,41526.8125
2015-10-11,39241.354166666664,2015-10-11,39241.354166666664
2015-10-12,47055.791666666664,2015-10-12,47055.791666666664
2015-10-13,49717.708333333336,2015-10-13,49717.708333333336
2015-10-14,52618.5625,2015-10-14,52618.5625
2015-10-15,54969.604166666664,2015-10-15,54969.604166666664
2015-10-16,55349.8125,2015-10-16,55349.8125
2015-10-17,48510.583333333336,2015-10-17,48510.583333333336
2015-10-18,45170.0,2015-10-18,45170.0
2015-10-19,52038.5,2015-10-19,52038.5
2015-10-20,52858.0,2015-10-20,52858.0
2015-10-21,53541.0,2015-10-21,53541.0
2015-10-22,52712.333333333336,2015-10-22,52712.333333333336
2015-10-23,50971.354166666664,2015-10-23,50971.354166666664
2015-10-24,45399.5,2015-10-24,45399.5
2015-10-25,42308.020833333336,2015-10-25,42308.020833333336
2015-10-26,49237.3125,2015-10-26,49237.3125
2015-10-27,49525.291666666664,2015-10-27,49525.291666666664
2015-10-28,49802.125,2015-10-28,49802.125
2015-10-29,50582.625,2015-10-29,50582.625
2015-10-30,49777.270833333336,2015-10-30,49777.270833333336
2015-10-31,44548.0,2015-10-31,44548.0
2015-11-01,42437.3125,2015-11-01,42437.3125
2015-11-02,50908.020833333336,2015-11-02,50908.020833333336
2015-11-03,52092.479166666664,2015-11-03,52092.479166666664
2015-11-04,50962.833333333336,2015-11-04,50962.833333333336
2015-11-05,50150.729166666664,2015-11-05,50150.729166666664
2015-11-06,48764.145833333336,2015-11-06,48764.145833333336
2015-11-07,42410.916666666664,2015-11-07,42410.916666666664
2015-11-08,40181.229166666664,2015-11-08,40181.229166666664
2015-11-09,46723.9375,2015-11-09,46723.9375
2015-11-10,48679.020833333336,2015-11-10,48679.020833333336
2015-11-11,44250.333333333336,2015-11-11,44250.333333333336
2015-11-12,49922.770833333336,2015-11-12,49922.770833333336
2015-11-13,50894.25,2015-11-13,50894.25
2015-11-14,47290.604166666664,2015-11-14,47290.604166666664
2015-11-15,43867.75,2015-11-15,43867.75
2015-11-16,50886.020833333336,2015-11-16,50886.020833333336
2015-11-17,51811.145833333336,2015-11-17,51811.145833333336
2015-11-18,50746.229166666664,2015-11-18,50746.229166666664
2015-11-19,51150.104166666664,2015-11-19,51150.104166666664
2015-11-20,51724.875,2015-11-20,51724.875
2015-11-21,51121.041666666664,2015-11-21,51121.041666666664
2015-11-22,52498.291666666664,2015-11-22,52498.291666666664
2015-11-23,61467.104166666664,2015-11-23,61467.104166666664
2015-11-24,64936.145833333336,2015-11-24,64936.145833333336
2015-11-25,62006.770833333336,2015-11-25,62006.770833333336
2015-11-26,61265.8125,2015-11-26,61265.8125
2015-11-27,62413.270833333336,2015-11-27,62413.270833333336
2015-11-28,57235.8125,2015-11-28,57235.8125
2015-11-29,53494.1875,2015-11-29,53494.1875
2015-11-30,57830.3125,2015-11-30,57830.3125
2015-12-01,57481.958333333336,2015-12-01,57481.958333333336
2015-12-02,58085.208333333336,2015-12-02,58085.208333333336
2015-12-03,59717.6875,2015-12-03,59717.6875
2015-12-04,58587.75,2015-12-04,58587.75
2015-12-05,54474.25,2015-12-05,54474.25
2015-12-06,50517.354166666664,2015-12-06,50517.354166666664
2015-12-07,55666.041666666664,2015-12-07,55666.041666666664
2015-12-08,57519.395833333336,2015-12-08,57519.395833333336
2015-12-09,58614.020833333336,2015-12-09,58614.020833333336
2015-12-10,62463.666666666664,2015-12-10,62463.666666666664
2015-12-11,61774.104166666664,2015-12-11,61774.104166666664
2015-12-12,54408.1875,2015-12-12,54408.1875
2015-12-13,53456.895833333336,2015-12-13,53456.895833333336
2015-12-14,60549.395833333336,2015-12-14,60549.395833333336
2015-12-15,60051.125,2015-12-15,60051.125
2015-12-16,57250.75,2015-12-16,57250.75
2015-12-17,55598.229166666664,2015-12-17,55598.229166666664
2015-12-18,54277.0625,2015-12-18,54277.0625
2015-12-19,49155.625,2015-12-19,49155.625
2015-12-20,47124.104166666664,2015-12-20,47124.104166666664
2015-12-21,52913.208333333336,2015-12-21,52913.208333333336
2015-12-22,53167.4375,2015-12-22,53167.4375
2015-12-23,52216.25,2015-12-23,52216.25
2015-12-24,49545.270833333336,2015-12-24,49545.270833333336
2015-12-25,43701.083333333336,2015-12-25,43701.083333333336
2015-12-26,45731.083333333336,2015-12-26,45731.083333333336
2015-12-27,46184.375,2015-12-27,46184.375
2015-12-28,51643.583333333336,2015-12-28,51643.583333333336
2015-12-29,52080.270833333336,2015-12-29,52080.270833333336
2015-12-30,53179.270833333336,2015-12-30,53179.270833333336
2015-12-31,51856.145833333336,2015-12-31,51856.145833333336
2016-01-01,53789.916666666664,2016-01-01,53789.916666666664
2016-01-02,55479.541666666664,2016-01-02,55479.541666666664
2016-01-03,56778.270833333336,2016-01-03,56778.270833333336
2016-01-04,64437.0625,2016-01-04,64437.0625
2016-01-05,67329.85416666667,2016-01-05,67329.85416666667
2016-01-06,68061.0,2016-01-06,68061.0
2016-01-07,67758.16666666667,2016-01-07,67758.16666666667
2016-01-08,66853.875,2016-01-08,66853.875
2016-01-09,59477.229166666664,2016-01-09,59477.229166666664
2016-01-10,57998.375,2016-01-10,57998.375
2016-01-11,66389.75,2016-01-11,66389.75
2016-01-12,69294.66666666667,2016-01-12,69294.66666666667
2016-01-13,71654.95833333333,2016-01-13,71654.95833333333
2016-01-14,72611.27083333333,2016-01-14,72611.27083333333
2016-01-15,74635.60416666667,2016-01-15,74635.60416666667
2016-01-16,70272.39583333333,2016-01-16,70272.39583333333
2016-01-17,68212.29166666667,2016-01-17,68212.29166666667
2016-01-18,78304.47916666667,2016-01-18,78304.47916666667
2016-01-19,78998.20833333333,2016-01-19,78998.20833333333
2016-01-20,78471.97916666667,2016-01-20,78471.97916666667
2016-01-21,78730.5625,2016-01-21,78730.5625
2016-01-22,77271.10416666667,2016-01-22,77271.10416666667
2016-01-23,65419.583333333336,2016-01-23,65419.583333333336
2016-01-24,60978.020833333336,2016-01-24,60978.020833333336
2016-01-25,66491.97916666667,2016-01-25,66491.97916666667
2016-01-26,66124.60416666667,2016-01-26,66124.60416666667
2016-01-27,65845.22916666667,2016-01-27,65845.22916666667
2016-01-28,65720.125,2016-01-28,65720.125
2016-01-29,66681.72916666667,2016-01-29,66681.72916666667
2016-01-30,61279.854166666664,2016-01-30,61279.854166666664
2016-01-31,56627.041666666664,2016-01-31,56627.041666666664
2016-02-01,61785.291666666664,2016-02-01,61785.291666666664
2016-02-02,63036.791666666664,2016-02-02,63036.791666666664
2016-02-03,66259.58333333333,2016-02-03,66259.58333333333
2016-02-04,69478.85416666667,2016-02-04,69478.85416666667
2016-02-05,65069.5625,2016-02-05,65069.5625
2016-02-06,58531.729166666664,2016-02-06,58531.729166666664
2016-02-07,56567.3125,2016-02-07,56567.3125
2016-02-08,65002.520833333336,2016-02-08,65002.520833333336
2016-02-09,67194.70833333333,2016-02-09,67194.70833333333
2016-02-10,70222.625,2016-02-10,70222.625
2016-02-11,70322.04166666667,2016-02-11,70322.04166666667
2016-02-12,70599.35416666667,2016-02-12,70599.35416666667
2016-02-13,62828.291666666664,2016-02-13,62828.291666666664
2016-02-14,59153.75,2016-02-14,59153.75
2016-02-15,70613.6875,2016-02-15,70613.6875
2016-02-16,73617.41666666667,2016-02-16,73617.41666666667
2016-02-17,75245.75,2016-02-17,75245.75
2016-02-18,75101.83333333333,2016-02-18,75101.83333333333
2016-02-19,72097.02083333333,2016-02-19,72097.02083333333
2016-02-20,64077.645833333336,2016-02-20,64077.645833333336
2016-02-21,56229.8125,2016-02-21,56229.8125
2016-02-22,63272.0625,2016-02-22,63272.0625
2016-02-23,64882.270833333336,2016-02-23,64882.270833333336
2016-02-24,67178.66666666667,2016-02-24,67178.66666666667
2016-02-25,67968.39583333333,2016-02-25,67968.39583333333
2016-02-26,68974.10416666667,2016-02-26,68974.10416666667
2016-02-27,64701.833333333336,2016-02-27,64701.833333333336
2016-02-28,62730.666666666664,2016-02-28,62730.666666666664
2016-02-29,71284.95833333333,2016-02-29,71284.95833333333
2016-03-01,71597.35416666667,2016-03-01,71597.35416666667
2016-03-02,68410.0,2016-03-02,68410.0
2016-03-03,69941.75,2016-03-03,69941.75
2016-03-04,68310.45833333333,2016-03-04,68310.45833333333
2016-03-05,63121.020833333336,2016-03-05,63121.020833333336
2016-03-06,61787.854166666664,2016-03-06,61787.854166666664
2016-03-07,70073.60416666667,2016-03-07,70073.60416666667
2016-03-08,71579.72916666667,2016-03-08,71579.72916666667
2016-03-09,70513.41666666667,2016-03-09,70513.41666666667
2016-03-10,69421.20833333333,2016-03-10,69421.20833333333
2016-03-11,67387.95833333333,2016-03-11,67387.95833333333
2016-03-12,60512.520833333336,2016-03-12,60512.520833333336
2016-03-13,58066.5625,2016-03-13,58066.5625
2016-03-14,64922.1875,2016-03-14,64922.1875
2016-03-15,64815.791666666664,2016-03-15,64815.791666666664
2016-03-16,67172.625,2016-03-16,67172.625
2016-03-17,66665.33333333333,2016-03-17,66665.33333333333
2016-03-18,64441.729166666664,2016-03-18,64441.729166666664
2016-03-19,59107.104166666664,2016-03-19,59107.104166666664
2016-03-20,56355.625,2016-03-20,56355.625
2016-03-21,62400.541666666664,2016-03-21,62400.541666666664
2016-03-22,62085.770833333336,2016-03-22,62085.770833333336
2016-03-23,63125.020833333336,2016-03-23,63125.020833333336
2016-03-24,62437.104166666664,2016-03-24,62437.104166666664
2016-03-25,61447.020833333336,2016-03-25,61447.020833333336
2016-03-26,53724.479166666664,2016-03-26,53724.479166666664
2016-03-27,51052.5,2016-03-27,51052.5
2016-03-28,52451.229166666664,2016-03-28,52451.229166666664
2016-03-29,59287.0,2016-03-29,59287.0
2016-03-30,58985.125,2016-03-30,58985.125
2016-03-31,59381.645833333336,2016-03-31,59381.645833333336
2016-04-01,60893.75,2016-04-01,60893.75
2016-04-02,55214.854166666664,2016-04-02,55214.854166666664
2016-04-03,48603.0,2016-04-03,48603.0
2016-04-04,54831.9375,2016-04-04,54831.9375
2016-04-05,55895.9375,2016-04-05,55895.9375
2016-04-06,56313.354166666664,2016-04-06,56313.354166666664
2016-04-07,57624.166666666664,2016-04-07,57624.166666666664
2016-04-08,58838.979166666664,2016-04-08,58838.979166666664
2016-04-09,53357.625,2016-04-09,53357.625
2016-04-10,49222.458333333336,2016-04-10,49222.458333333336
2016-04-11,54136.895833333336,2016-04-11,54136.895833333336
2016-04-12,54342.4375,2016-04-12,54342.4375
2016-04-13,53918.583333333336,2016-04-13,53918.583333333336
2016-04-14,54129.375,2016-04-14,54129.375
2016-04-15,52805.583333333336,2016-04-15,52805.583333333336
