Date,Température
2022-02-15,7.199687499999995
2022-02-16,9.911770833333335
2022-02-17,12.068333333333337
2022-02-18,10.871354166666665
2022-02-19,7.119791666666668
2022-02-20,8.702291666666666
2022-02-21,8.468541666666665
2022-02-22,8.777083333333332
2022-02-23,9.083437500000002
2022-02-24,8.572395833333333
2022-02-25,6.176145833333333
2022-02-26,5.3525
2022-02-27,5.890208333333334
2022-02-28,6.73364583333333
