,Date,Consommation_MW,Production_MW,Production_verte_MW,Differentiel_MW,Thermique_MW,Nucléaire_MW,Eolien_MW,Solaire_MW,Hydraulique_MW,Pompage_MW,Bioénergies_MW,Ech_physiques_MW,Stockage_batterie_MW,Déstockage_batterie_MW,mois,jour,date,temperature
0,2021-03-01,58754.229166666664,62211.375,16008.541666666666,3457.1458333333335,6830.104166666667,39372.729166666664,3774.8333333333335,1305.4583333333333,9792.541666666666,-120.10416666666667,1135.7083333333333,457.8333333333333,-3337.625,137.71354166666666,3,1,2021-03-01,8.558020833333334
1,2021-03-02,59028.645833333336,62804.041666666664,14824.395833333334,3775.3958333333335,7786.0625,40193.583333333336,2792.7291666666665,869.2916666666666,10046.270833333334,-175.20833333333334,1116.1041666666667,470.4166666666667,-3599.8125,156.68458333333334,3,2,2021-03-02,9.56489583333333
2,2021-03-03,58322.770833333336,62745.979166666664,13298.604166666666,4423.208333333333,7933.145833333333,41514.229166666664,1240.2083333333333,698.0833333333334,10236.0,-129.95833333333334,1124.3125,486.375,-4292.958333333333,161.205,3,3,2021-03-03,9.8115625
3,2021-03-04,58353.333333333336,64054.5,13409.5,5701.166666666667,7943.020833333333,42701.979166666664,1604.6666666666667,901.3958333333334,9736.125,-167.16666666666666,1167.3125,498.3541666666667,-5533.979166666667,158.87979166666665,3,4,2021-03-04,9.095
4,2021-03-05,60596.4375,67131.72916666667,16502.875,6535.291666666667,8244.354166666666,42384.5,4860.708333333333,929.0833333333334,9539.5,-382.7083333333333,1173.5833333333333,495.8125,-6151.5625,160.100625,3,5,2021-03-05,7.054270833333335
5,2021-03-06,57728.6875,62008.625,15161.729166666666,4279.9375,4214.4375,42632.458333333336,5124.416666666667,1024.5625,7838.5625,-907.1041666666666,1174.1875,502.1666666666667,-3371.875,90.609375,3,6,2021-03-06,5.770937499999996
6,2021-03-07,56290.5625,59249.9375,11009.104166666666,2959.375,4715.104166666667,43525.729166666664,1934.6666666666667,758.1041666666666,7148.0,-701.75,1168.3333333333333,514.125,-2257.1666666666665,102.220625,3,7,2021-03-07,6.128333333333335
7,2021-03-08,62564.083333333336,65677.22916666667,14505.375,3113.1458333333335,7378.604166666667,43793.25,2324.4166666666665,1105.5416666666667,9953.1875,-190.0,1122.2291666666667,516.5,-2922.8541666666665,142.860625,3,8,2021-03-08,6.121770833333336
8,2021-03-09,63604.645833333336,65748.375,14341.916666666666,2143.7291666666665,7811.0,43595.458333333336,1919.7083333333333,1335.6458333333333,9967.0,-62.1875,1119.5625,515.0416666666666,-2081.0208333333335,148.97770833333334,3,9,2021-03-09,5.548437499999999
9,2021-03-10,63743.395833333336,68251.4375,17929.625,4508.041666666667,6584.8125,43737.0,6961.3125,1314.9166666666667,8525.833333333334,-349.75,1127.5625,516.0,-4157.875,121.50125000000001,3,10,2021-03-10,6.347291666666667
10,2021-03-11,59962.458333333336,67626.66666666667,21523.875,7664.208333333333,3059.875,43042.916666666664,13535.958333333334,718.4166666666666,6149.75,-901.5208333333334,1119.75,506.5208333333333,-6762.333333333333,61.299791666666664,3,11,2021-03-11,10.784791666666665
11,2021-03-12,59720.1875,66845.52083333333,20396.4375,7125.333333333333,2996.1666666666665,43452.916666666664,11739.333333333334,1053.375,6450.541666666667,-1225.0416666666667,1153.1875,512.6041666666666,-5900.5625,60.21145833333333,3,12,2021-03-12,8.881458333333335
12,2021-03-13,55541.4375,64948.479166666664,21146.958333333332,9407.041666666666,2588.0416666666665,41213.479166666664,13574.875,934.1041666666666,5480.979166666667,-1505.25,1157.0,495.5416666666667,-7902.520833333333,58.16979166666667,3,13,2021-03-13,8.56354166666667
13,2021-03-14,54500.1875,62406.208333333336,17445.708333333332,7906.020833333333,2657.5208333333335,42302.979166666664,9801.958333333334,1183.8958333333333,5338.125,-1659.9375,1121.7291666666667,509.8541666666667,-6245.083333333333,61.85854166666667,3,14,2021-03-14,7.360208333333333
14,2021-03-15,61019.854166666664,66660.70833333333,18257.166666666668,5640.854166666667,3846.9166666666665,44556.625,8488.208333333334,761.4375,7952.0625,-864.75,1055.4583333333333,531.4166666666666,-4776.0625,81.98770833333333,3,15,2021-03-15,8.154583333333337
15,2021-03-16,61749.229166666664,66210.58333333333,14956.125,4461.354166666667,6408.416666666667,44846.041666666664,4222.458333333333,1068.5208333333333,8611.229166666666,-359.2291666666667,1053.9166666666667,533.8958333333334,-4101.104166666667,126.26333333333334,3,16,2021-03-16,7.704270833333332
16,2021-03-17,61875.3125,70301.33333333333,18868.0,8426.020833333334,6712.395833333333,44720.9375,8023.5,1100.6041666666667,8674.729166666666,-457.5833333333333,1069.1666666666667,531.1041666666666,-7968.270833333333,132.039375,3,17,2021-03-17,7.891041666666667
17,2021-03-18,63976.75,68055.3125,15926.8125,4078.5625,6840.0625,45288.4375,3456.9583333333335,934.2291666666666,10439.6875,-86.0,1095.9375,535.5,-3991.3541666666665,129.38729166666667,3,18,2021-03-18,5.568958333333334
18,2021-03-19,63825.9375,69594.39583333333,18391.145833333332,5768.458333333333,5926.208333333333,45277.041666666664,7388.354166666667,824.2916666666666,9082.125,-484.2291666666667,1096.375,537.1458333333334,-5283.9375,114.40875,3,19,2021-03-19,5.754895833333333
19,2021-03-20,59175.229166666664,63312.479166666664,14369.5,4137.25,5684.395833333333,43258.583333333336,4538.104166666667,1673.8958333333333,7058.604166666667,-795.8333333333334,1098.8958333333333,513.0208333333334,-3341.0208333333335,120.69666666666666,3,20,2021-03-20,4.763854166666666
20,2021-03-21,57065.583333333336,58417.291666666664,12626.770833333334,1351.7083333333333,3786.3541666666665,42004.166666666664,4727.416666666667,1246.375,5562.395833333333,-1715.8958333333333,1090.5833333333333,500.8958333333333,364.6041666666667,88.56375000000001,3,21,2021-03-21,5.5825000000000005
21,2021-03-22,62148.125,63532.145833333336,13663.270833333334,1384.0208333333333,5752.854166666667,44116.020833333336,3255.8958333333335,1434.2291666666667,7925.229166666667,-520.8541666666666,1047.9166666666667,521.3958333333334,-863.0625,113.61645833333334,3,22,2021-03-22,6.328020833333337
22,2021-03-23,60304.583333333336,62797.458333333336,12174.395833333334,2492.875,6160.166666666667,44462.895833333336,1259.1666666666667,1702.7916666666667,8173.6875,-133.66666666666666,1038.75,523.875,-2358.9791666666665,120.82583333333334,3,23,2021-03-23,7.386458333333336
23,2021-03-24,57841.666666666664,62204.895833333336,11476.9375,4363.229166666667,6166.229166666667,44561.729166666664,1491.7916666666667,1742.9583333333333,7204.541666666667,-627.3125,1037.6458333333333,524.0625,-3735.2291666666665,124.70458333333333,3,24,2021-03-24,9.0184375
24,2021-03-25,56204.791666666664,61773.979166666664,11639.833333333334,5569.1875,6151.395833333333,43982.75,1674.9375,1248.75,7664.041666666667,-118.45833333333333,1052.1041666666667,519.5625,-5450.666666666667,128.22666666666666,3,25,2021-03-25,9.682708333333332
25,2021-03-26,55805.708333333336,63196.270833333336,14743.458333333334,7390.5625,4524.729166666667,43928.083333333336,6011.166666666667,1140.8333333333333,6518.645833333333,-558.875,1072.8125,513.9166666666666,-6831.625,101.23791666666666,3,26,2021-03-26,9.763333333333332
26,2021-03-27,51060.0625,56253.479166666664,14929.8125,5193.416666666667,2711.2083333333335,38612.458333333336,6511.770833333333,1508.8958333333333,5840.979166666667,-1500.4583333333333,1068.1666666666667,419.7291666666667,-3692.2916666666665,66.80520833333334,3,27,2021-03-27,9.0784375
27,2021-03-28,46186.041666666664,48825.770833333336,10648.833333333334,2639.7291666666665,2674.2291666666665,35502.708333333336,3040.3958333333335,1715.3125,4852.0625,-1621.1875,1041.0625,398.9166666666667,-1017.7916666666666,69.98166666666667,3,28,2021-03-28,9.689895833333326
28,2021-03-29,51388.083333333336,54750.895833333336,11358.083333333334,3362.8125,3736.375,39656.4375,2480.8541666666665,1784.5416666666667,6026.729166666667,-787.1875,1065.9583333333333,471.4583333333333,-2574.9583333333335,88.09083333333332,3,29,2021-03-29,12.518854166666669
29,2021-03-30,49357.479166666664,57611.395833333336,11472.333333333334,8253.916666666666,5198.979166666667,40940.083333333336,1978.1875,1729.5416666666667,6699.5625,-548.8125,1065.0416666666667,483.8541666666667,-7704.5,123.17166666666667,3,30,2021-03-30,14.490520833333333
30,2021-03-31,47950.270833333336,57316.0625,11263.791666666666,9365.791666666666,5306.6875,40745.583333333336,1468.625,1655.4583333333333,7063.375,-566.5833333333334,1076.3333333333333,484.2083333333333,-8798.3125,131.37479166666665,3,31,2021-03-31,15.337708333333333
31,2021-04-01,47832.229166666664,55500.6875,12816.25,7668.458333333333,2836.0833333333335,39848.354166666664,2731.6458333333335,2355.3541666666665,6716.0,-368.2083333333333,1013.25,475.5,-7299.333333333333,66.849375,4,1,2021-04-01,15.36854166666667
32,2021-04-02,47351.0,57479.583333333336,16603.8125,10128.583333333334,868.0416666666666,40007.729166666664,7606.875,2347.2916666666665,5630.395833333333,-995.1875,1019.25,475.5833333333333,-9129.25,19.707291666666666,4,2,2021-04-02,12.767083333333332
33,2021-04-03,46311.375,57213.541666666664,17734.979166666668,10902.166666666666,699.7083333333334,38778.854166666664,8651.166666666666,2462.0625,5540.229166666667,-1212.8333333333333,1081.5208333333333,465.125,-9684.520833333334,17.654791666666668,4,3,2021-04-03,9.6840625
34,2021-04-04,45962.520833333336,50663.4375,12600.645833333334,4700.916666666667,622.9583333333334,37439.833333333336,3196.4791666666665,2556.4791666666665,5754.833333333333,-1187.8125,1092.8541666666667,451.5208333333333,-3504.1041666666665,15.996041666666668,4,4,2021-04-04,8.787500000000001
35,2021-04-05,48573.666666666664,50553.041666666664,13602.604166666666,1979.375,1109.6041666666667,35840.833333333336,5646.729166666667,2179.8125,4705.479166666667,-1848.8541666666667,1070.5833333333333,432.75,-126.14583333333333,25.88479166666667,4,5,2021-04-05,8.162812499999996
36,2021-04-06,58475.020833333336,58131.8125,15610.916666666666,-343.2083333333333,4069.2708333333335,38451.625,5206.8125,2324.5833333333335,7070.604166666667,-481.5625,1008.9166666666666,464.625,829.375,76.46416666666667,4,6,2021-04-06,4.979374999999998
37,2021-04-07,61547.895833333336,58986.854166666664,14588.6875,-2561.0416666666665,5198.520833333333,39199.645833333336,4145.6875,2622.6666666666665,6820.1875,-547.1666666666666,1000.1458333333334,471.8958333333333,3109.9791666666665,95.31395833333333,4,7,2021-04-07,4.346458333333333
38,2021-04-08,59230.541666666664,53453.354166666664,11105.229166666666,-5777.1875,5051.25,37296.875,743.7291666666666,2638.3541666666665,6691.166666666667,-333.5833333333333,1031.9791666666667,454.6666666666667,6113.9375,96.12416666666667,4,8,2021-04-08,7.169895833333335
